pk,jsondata,id,name,description,markup_description,size,duration,date_created,mime_type,movie_pk,updated,active,created
6566,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-9A5E-3460-26A0-0"", ""size"": 3971072}",7a478a5954390dc3de4e599aec58f14a,fl_Moraceae_Ficus_dicranostyla_Turka_tɔrɔtuugu_west_of_Beregadougou_09_04_2014_lf_above_JH.JPG,,,3971072,,2014-09-04,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6567,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-78F8-2E83-18A9-0"", ""size"": 1230295}",8e9390e5d53a0740fc4e727815669382,bird_Ploceus_vitellinus_female_weaver_Douentza_July_2010_JH.JPG,,,1230295,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6568,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-44BF-6E53-1725-0"", ""size"": 1299882}",2586fb70ae4c5f28c2f3e5c16f1f411f,fl_Cochlospermaceae_Cochlospermum_planchonii_Bobo_07_2012_lf_bud2_Jula_diribala_spcmBF2012_082_JH.JPG,,,1299882,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6569,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-7990-FFB9-FDFF-0"", ""size"": 984434}",841f001e3e0f70ada154bea21024f7af,fl_Rubiaceae_Pavetta_cinereifolia_#1_Tin_11_07_2014_stipule_JH.JPG,,,984434,,2014-11-07,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6570,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-509D-73F9-E6C7-0"", ""size"": 565558}",59089a39954a8cc92d2ad6399144e5f7,fl_Malvaceae_Cola_cordifolia_Kikara_tr_fol_50637_JH.tif,,,565558,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6571,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-866B-D288-8FDA-0"", ""size"": 3149421}",c120fcbf0bd5b76c676df9760bc3f0e3,fl_Moraceae_Ficus_sur_Kou_Forest_08_2012_fr_JH.JPG,,,3149421,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6572,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-5D18-59D7-52C0-0"", ""size"": 509557}",a106008dae6d47d0993500c29989ac43,Q_fl_Poaceae_Loudetia_togoensis_Segue_09_2011_awn_close_50696_JH.JPG,,,509557,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6573,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-9AED-2E9F-DD0A-0"", ""size"": 1082182}",c22a3fcf85bb87675655b64a081a8482,fl_Fabaceae_Mimosoidiae_Acacia_erythrocalyx_Wakara_01_2010_entire_fr_50369_JH.jpg,,,1082182,,2010-01-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6574,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-0B19-46F3-A256-0"", ""size"": 309632}",56acc31fd5624eb3320499f26913d29e,fl_Boraginaceae_Cordia_sinensis_TinH_north_of_Gao_entire_50125_JH.tif,,,309632,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6575,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-0189-34ED-6314-0"", ""size"": 3671867}",e3efecfd2ac0101a817b8c9ec268dd86,fl_Lamiaceae_Vitex_madiensis_Kodara_near_Bobo_07_2012_lf_below_Jula_kotofiiN_JH.JPG,,,3671867,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6576,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A8E3-B4FB-48BD-0"", ""size"": 2888632}",b43412b496d10d798f7898caa8367de5,Dogon_TengouTogoGroup;TengouKan_SogouTou_70518_N14_09_W03_30_hill_05_2011_BT_JH.JPG,,,2888632,,2011-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6577,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-3EFF-0FC8-E0F5-0"", ""size"": 381128}",23068051aaba6d49adfefc23edc6c71e,fl_Convolvulaceae_Ipomoea_dichroa_Beni_09_2011_50193_JH.JPG,,,381128,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6578,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-8944-BF0E-7784-0"", ""size"": 772031}",023b0e3605ff4627ec3f9007a8606d3b,fl_Combretaceae_Anogeissus_leiocarpus_spcm_Anda_unnumb_lf_50164_JH.JPG,,,772031,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6579,"{""web"": null, ""original"": ""a.doc"", ""thumbnail"": null, ""objid"": ""EAEA0-54F3-F71E-89B7-0"", ""size"": 41984}",df4494f56d09bc7023f0ae6ef9b8e504,Dogon_dynamic_and_stative_verbs.doc,,,41984,,,application/msword,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6580,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-2F9A-25EB-3E58-0"", ""size"": 3058625}",cbd2aa967a4e16ecac5b2b581647cae4,Dogon_TengouTogoGroup;TeneKan_Tena_70525_N13_51_W03_22_village_05_2011_JH.JPG,,,3058625,,2011-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6581,"{""web"": null, ""original"": ""a.mov"", ""thumbnail"": null, ""objid"": ""EAEA0-8CED-E431-9C5E-0"", ""size"": 16961824}",b07f3cc5765a7ba0d6decac579e3e766,Elders_memorial_CALL07.mov,,,16961824,,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6582,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-6F19-C877-CEA6-0"", ""size"": 413124}",605ce880916d8b5b4701774d9be76656,fl_Fabaceae_Faboideae_Indigofera_colutea_var_colutea_spcm_Gao_fr_50308_JH.JPG,,,413124,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6583,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-524B-5A17-16CD-0"", ""size"": 2188406}",fb0cd88ecc0d120c34fdd83f9e8653e2,fl_Poaceae_Eleusine_indica_spcm_2010_082_Bounou_50525_JH.JPG,,,2188406,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6584,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-CE8C-AF6A-F8D8-0"", ""size"": 2880767}",fb26ef2ed1e8b4419fd0c6cc1ba371cb,bird_Francolinus_bicalcaratus_Douentza_below_60141_JH.JPG,,,2880767,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6585,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-7231-664B-B55A-0"", ""size"": 1323784}",e534c0ac3fdd18606eec791840cca7b0,Fulfulde_BanggelDiaoule_70011_N15_16_W01_47_06_near_Hombori_2011_JH.JPG,,,1323784,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6586,"{""web"": null, ""original"": ""a.pdf"", ""thumbnail"": null, ""objid"": ""EAEA0-21EF-0701-3A17-0"", ""size"": 420033}",816e7cd71d8d0e7ca7397f4e8efc4ec6,Dogon_existential_proclitic_yv.pdf,,,420033,,,application/pdf,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6587,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-3E43-D586-1F09-0"", ""size"": 4126614}",56068daf7e5cfca8b3c9875a402c3500,fl_Combretaceae_Guiera_senegalensis_San_02_2011_fr_50172_JH.JPG,,,4126614,,2011-02-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6588,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-63BE-C12D-6771-0"", ""size"": 2821252}",ed840f3f620bfcc1f0cd7992971645a3,fl_Vitaceae_Cissus_populnea_Bobo_07_2012_nonspcm_node_JH.JPG,,,2821252,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6589,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-C474-B5E7-FB76-0"", ""size"": 1605606}",0301be9d70879b1d57c45da111de8c57,fl_Phyllanthaceae_Phyllanthus_reticulatus_spcm_unnumb_Tupere_50481_JH.JPG,,,1605606,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6590,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-6772-7165-C83E-0"", ""size"": 3835904}",6fec1a64839847515109a3cb06a87201,fl_Amaranthaceae_Alternanthera_nodiflora_Tin_11_07_2014_entire_JH.JPG,,,3835904,,2014-11-07,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6591,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-BE16-6427-3B70-0"", ""size"": 3225131}",786fae25590820d3cb3adbb7b5e82114,Q_fl_Solanaceae_Physalis_sp_Douentza_09_2011_JH.JPG,,,3225131,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6592,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-14A0-0946-0EF3-0"", ""size"": 992083}",1edb04272779403d1eb492b0b180c138,fl_Anacardiaceae_Sclerocarya_birrea_Tiamadyina_02_2011_buds_50049_JH.JPG,,,992083,,2011-02-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6593,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-8CDD-957C-6217-0"", ""size"": 3700224}",c07d06813f8d902e989ab3c4de63e908,fl_Rubiaceae_Crossopteryx_febrifuga_Turka_twangasara_Beregadougou_09_03_2014_lf_below_JH.JPG,,,3700224,,2014-09-03,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6594,"{""web"": null, ""original"": ""a.mov"", ""objid"": ""EAEA0-AF39-741F-B126-0"", ""duration"": 2.735, ""thumbnail"": null, ""size"": 78230}",9cebcfc81b1949b1c6e4789a564cb58b,125_04_08_06334_mans_knot_Nanga_arⁿa_mɔɔ_JH.mov,,,78230,2.735,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6595,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-E319-F31E-7A2D-0"", ""size"": 2180243}",d73c0d11f3fd69e26bb918000c8a11af,fl_Poaceae_Echinochloa_stagnina_spcm_2004_unnumb_Walo_50556_JH.JPG,,,2180243,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6596,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-7CD8-AEEF-4B99-0"", ""duration"": 423.0, ""thumbnail"": ""thumbnail.mp4"", ""size"": 141078407}",9e6b3fd845bca3116d8c88fbe4af52af,arakam_shepherds_bread_Beni_2011_720x360.mp4,,,141078407,423,,video/mp4,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6597,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-D284-0D01-356D-0"", ""size"": 2232232}",11b4cd2a06039c287a8b11e1e37babf1,fl_Combretaceae_Combretum_paniculatum_San_01_201_fl_50171_JH.JPG,,,2232232,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6598,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-6229-A9F4-DB16-0"", ""size"": 467557}",cbf9135cbccb61133882c3e8fadcafec,fl_Sterculiaceae_Sterculia_setigera_AnaTeNa_05_2011_fr_50642_JH.jpg,,,467557,,2011-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6599,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C4CC-5A10-8F2F-0"", ""size"": 3128914}",c35a102ef8c9f5c5ff0e7150d5524cc0,fl_Apocynaceae_Ceropegia_sp_small_wild_potato_Bendiely2_09_2011_close_spcm2011_019_JH.JPG,,,3128914,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6600,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-41DB-E75D-C0DF-0"", ""size"": 3048115}",9063818f814d18b1d0ecab3a3191f8fe,Dogon_DogulDom_BendieliSigen_70170_N14_28_W03_35_village_04_2011_JH.JPG,,,3048115,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6601,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-CCD4-AB8D-746C-0"", ""size"": 1161315}",355827d12a1b8ebf79bbbaa7b43ee1a2,Ins_Lepidoptera_Saturniidae_caterpillar_Gonimbrasia_sp_spcm_2010_below_60438_JH.JPG,,,1161315,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6602,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-73EB-31E2-C78C-0"", ""duration"": 359.56, ""thumbnail"": ""thumbnail.mp4"", ""size"": 54766180}",4e3bf6470b818a4ad2ceb7943017dc53,cooked_spiced_millet_with_roselle_leaf_Walo_2011.mp4,,,54766180,359.56,,video/mp4,14,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6603,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-C984-3D31-85C3-0"", ""size"": 1957363}",54f7fdf1b99eae04f72ea9fff8baaf46,fl_Cyperaceae_Cyperus_esculentus_spcm_Chad_fl_CIRAD_Montp_50236_JH.JPG,,,1957363,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6604,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-DB98-BCB1-F466-0"", ""size"": 142019}",82ebc19ecc33d6b26090903a9c8ecc12,fl_Euphorbiaceae_Caperonia_fistulosa_spcm_CIRAD_Montp_JH.jpg,,,142019,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6605,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-55F5-BEB1-5D95-0"", ""size"": 3488701}",25930b5554c0d3ede67e3bbddb9034d9,fl_Araceae_Anchomanes_difformis_Kou_Forest_08_2012_lf2_JH.JPG,,,3488701,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6606,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-3525-CB4C-B58D-0"", ""size"": 3144493}",9c824ef36772d0536c59e0dedf43a244,Dogon_DonnoSo_Andaba_70193_N14_27_W03_37_village_05_2011_JH.JPG,,,3144493,,2011-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6607,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-908D-9AA5-0F10-0"", ""size"": 1439405}",540ca1a8eed7e37fcb68d42e19a1f174,Songhay_Fulankiriya_Samangolo_70920_N15_21_W01_48_near_Hombori_main_village_06_2011_JH.JPG,,,1439405,,2011-06-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6608,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-1552-914A-9F98-0"", ""size"": 245623}",804d0ef2bb83fcbf666505fb45be50af,fl_Fabaceae_Mimosoidiae_Acacia_sieberana_Anda_entire_50362_JH.jpg,,,245623,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6609,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-2665-53B3-238C-0"", ""size"": 3199878}",8e419fffc5ff292a7409f08ddc876f23,fl_Poaceae_Aristida_kerstingii_spcm_IvCoast_CIRAD_Montp_50696_JH.JPG,,,3199878,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6610,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-0805-FB15-525F-0"", ""size"": 2973163}",707d356635d8fbaeb42cd7bfdb23e8f1,fl_Nyctaginaceae_Boerhavia_coccinea_var_coccinea_spcm_Burkina_CIRAD_Montp_50457_JH.JPG,,,2973163,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6611,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-1897-DF6C-6DF6-0"", ""size"": 3112357}",1796bbf502943c6737eefd821b8ea288,Qlang_Tommoso_or_DonnoSo_Dogon_Dologou_70633_N14_28_W03_25_village_01_2011_JH.JPG,,,3112357,,2011-01-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6612,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-BCD8-EAFF-2636-0"", ""size"": 1878380}",d9762e634b7ff5007ab440b6497eb648,fl_Fabaceae_Faboideae_Aeschynomene_indica_spcm_unnumb1_50284_JH.JPG,,,1878380,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6613,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-74BD-9003-083D-0"", ""size"": 3751424}",4e2f72a33353ea9ad53e6aa90885c284,fl_Fabaceae_Faboideae_Tephrosia_platycarpa_Ble_10_27_2014_spcmBF2014_0246_fr_JH.JPG,,,3751424,,2014-10-27,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6614,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-A315-3BBE-3FD3-0"", ""size"": 2957065}",96a628dbf4563c60b96f950e41c3d1eb,fl_Malvaceae_Hibiscus_cannabinus_Daaka_01_2011_fl_MD_50409_JH.JPG,,,2957065,,2011-01-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6615,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-D25A-888E-99B4-0"", ""size"": 695465}",2b72b788cb035fe89e2006a30d0e7815,fl_Fabaceae_Faboideae_Tephrosia_linearis_CIRAD_Montp_fr_50338_JH.JPG,,,695465,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6616,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C00A-51D4-0C92-0"", ""size"": 3211102}",e508885059f03a78812e1261822a998a,fl_Vitaceae_Cissus_populnea_Bobo_07_2012_entire1_JH.JPG,,,3211102,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6617,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-3A2C-3528-25BC-0"", ""size"": 1443688}",0fb925f51ae9d71447ce7ff1b68d920d,fl_Malvaceae_Grewia_flavescens_spcm_2004_unnumb_Kubewel_br_50650_JH.JPG,,,1443688,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6618,"{""web"": null, ""original"": ""a.pdf"", ""thumbnail"": null, ""objid"": ""EAEA0-CF38-077A-5EAE-0"", ""size"": 1105840}",29cf8997cdbb246bbfceeb153e3df715,Cansler2012Dogul.pdf,,,1105840,,,application/pdf,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6619,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-8D8B-240E-7751-0"", ""size"": 661249}",2afd097a3d0d2463e2ecacfec5c1ede7,mammal_bat_Scotophilus_Bobo1a_06_2012_tail_60734_JH.JPG,,,661249,,2012-06-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6620,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-609F-C980-0C99-0"", ""size"": 319540}",67ae9f025527e395c414f9e98c649c7f,fl_Fabaceae_Faboideae_Tephrosia_mossiensis_Hombori_patch_50339_JH.tif,,,319540,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6621,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-AA75-0124-107B-0"", ""size"": 3218933}",f8fafdb0073881fdcc0930f39a1001fb,fl_Fabaceae_Mimosoideae_Senegalia_ataxacantha_Songho_09_2011_fl_50368_JH.JPG,,,3218933,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6622,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-EF77-714F-0BDE-0"", ""size"": 805801}",655a2784e192c7429f5157e4a89d21b0,Q_fl_Asteraceae_Blainvillea_gayana_Segue_09_2011_bud_JH.JPG,,,805801,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6623,"{""web"": null, ""original"": ""a.mov"", ""objid"": ""EAEA0-FDB9-FE92-05D3-0"", ""duration"": 8.708344, ""thumbnail"": null, ""size"": 252791}",f8a775f29bbf841c38866f1a3677d0e2,037_17_02_02273_transplant_millet_shoot_Nanga_iwe_JH.mov,,,252791,8.708344,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6624,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-625B-78A3-6403-0"", ""size"": 1713852}",a4816392e1903cb225f07630ef169683,fl_Amaranthaceae_Amaranthus_dubius_Barge_08_2011_50030_fl_JH.JPG,,,1713852,,2011-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6625,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-AEDB-EFFC-DBCC-0"", ""size"": 2353397}",a0c515178c1924665bcbc1e02981eacc,Songhay_HS_Dakia_70880_N15_17_W01_34_06_2011_JH.JPG,,,2353397,,2011-06-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6626,"{""web"": null, ""original"": ""a.mov"", ""objid"": ""EAEA0-B251-728B-9FAE-0"", ""duration"": 2.701656, ""thumbnail"": null, ""size"": 81770}",3b41aeb4370931a0740c85989d00510e,151_01_put_winnowed_grain_into_mortar.mov,,,81770,2.701656,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6627,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-4D2F-F3DC-5822-0"", ""size"": 1451317}",8e6c8cd2c27e16b9b5f8bcbc1c9de855,fl_Boraginaceae_Euploca_ovalifolia_Labbezanga_50128_JH.tif,,,1451317,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6628,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-8E9D-0FDB-4A44-0"", ""size"": 3907584}",a83be4c5cd3a53b8d85a61ca09771d34,fl_Fabaceae_Mimosoideae_Senegalia_dudgeonii_Seeku_06_09_2014_spcmBF2014_0038_fr_JH.JPG,,,3907584,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
6629,"{""web"": null, ""original"": ""a.jpg"", ""thumbnail"": null, ""objid"": ""EAEA0-BE20-99FC-7B51-0"", ""size"": 323253}",c58818e3ee084bb2877456cfe240096d,fl_Fabaceae_Faboideae_Lonchocarpus_laxiflorus_CIRAD_Montp_fr_50320_JH.jpg,,,323253,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
